,Landcover,Class,20140101_20140331,20140401_20140630,20140701_20140930,20141001_20141231,20150101_20150331,20150401_20150630,20150701_20150930,20151001_20151231,20160101_20160331,20160401_20160630,20160701_20160930,20161001_20161231,20170101_20170331,20170401_20170630,20170701_20170930,20171001_20171231,20180101_20180331,20180401_20180630,20180701_20180930,20181001_20181231,20190101_20190331,20190401_20190630,20190701_20190930,20191001_20191231,20200101_20200331,20200401_20200630,20200701_20200930,20201001_20201231,20210101_20210331,20210401_20210630,20210701_20210930,20211001_20211231,20220101_20220331,20220401_20220630,20220701_20220930,20221001_20221231,20230101_20230331,20230401_20230630,20230701_20230930
20,Hutan,1,,-0.020981908,-0.019598182,-0.02088243,-0.01036781,-0.029589165,-0.027715137,-0.029539129,-0.021513645,,-0.024072401,-0.021639659,-0.033393451,-0.024984476,-0.025481187,-0.023441511,-0.017799889,-0.017281392,-0.020161197,-0.022292399,,-0.018087466,-0.021801938,-0.0235519,,-0.027591263,-0.022513503,-0.019582822,-0.030520507,-0.023228962,-0.021787362,,,,-0.021355855,,,-0.017512944,-0.02045139
21,Hutan,1,,-0.021117489,-0.022227391,,0.074630264,-0.021703623,-0.015343328,-0.022580136,-0.020926537,,-0.022024492,-0.019905026,-0.028341565,-0.018817645,-0.016829447,-0.026481165,-0.020884419,-0.018758844,-0.013713972,-0.021171112,,-0.021491912,-0.019021136,-0.019765822,,-0.017919002,-0.015645031,-0.017625186,-0.026309175,-0.023561401,-0.017446062,,,,-0.018796279,,,-0.018709158,-0.018028263
22,Hutan,1,,-0.014553391,-0.015919315,,0.237665315,-0.012140464,,-0.017910967,-0.004736887,,-0.020146745,-0.018447141,-0.017517008,-0.015269667,-0.017631072,-0.017447929,,-0.016103654,-0.016367684,-0.020584731,,-0.039236663,-0.030422901,-0.022001461,,-0.029023905,-0.029129046,0.037141807,,-0.033379973,-0.030427775,,,,-0.028865709,,,-0.029435891,-0.029105437
23,Hutan,1,,-0.007666773,-0.020364756,,0.119980734,-0.026694113,-0.027425911,-0.017990938,-0.005646201,,-0.020852264,-0.017236013,-0.020198606,-0.026630546,-0.018838211,-0.01861448,,-0.018720275,-0.019022637,-0.016123883,,-0.023111253,-0.02054296,-0.019931205,,-0.02313885,-0.018355666,-0.033757665,-0.053536962,-0.020921619,-0.011494446,,,,-0.01454602,,,-0.019340203,-0.018678737
24,Hutan,1,,-0.01396896,-0.02255398,-0.014709733,0.107308014,-0.029932438,-0.012738771,-0.013340209,,-0.035995054,-0.021073334,,-0.026223345,0.001422493,-0.018228325,-0.016767304,,-0.012177724,-0.013213901,-0.017496059,,-0.019976019,-0.012136629,-0.019812316,,-0.021266274,-0.017284407,-0.015429501,,-0.015833238,-0.009551594,,,,-0.017519688,,,-0.013797936,-0.012671944
25,Hutan,1,,-0.011551613,-0.019723802,-0.019632116,0.16745882,-0.012997595,-0.018387916,-0.024482057,-0.018113871,-0.02088094,-0.016143089,-0.036048623,-0.032723487,0.024958875,-0.014410571,-0.022906326,-0.014685922,-0.021013176,-0.016906247,-0.022698452,,-0.021772971,-0.017485256,-0.020038546,,-0.008425861,-0.012253101,-0.018912122,,-0.014064898,-0.00552601,-0.006710658,-0.041771532,,-0.01340572,,-0.023654565,-0.010914933,-0.015286323
26,Hutan,1,,-0.029643794,-0.0305755,-0.017124621,0.079778952,-0.024308513,-0.027770539,-0.028169053,-0.020464024,-0.030771995,-0.025694949,-0.025117022,-0.032966221,-0.022181349,-0.021317801,-0.02537109,-0.018817023,-0.027310603,-0.017609416,-0.025722919,,-0.030998591,-0.021527499,-0.023888293,,-0.025104,-0.025129911,-0.01050255,,-0.025075587,-0.019461082,-0.022485149,,,-0.025696626,,-0.027949291,-0.024612151,-0.024784187
27,Hutan,1,,-0.038411573,-0.010797423,-0.010690943,0.150590476,-0.010820869,-0.008989649,-0.011616362,,-0.012049953,-0.008885875,-0.021247114,-0.019846101,-0.0045988,-0.01495712,-0.021231517,,-0.01157922,-0.00632862,-0.016884674,,-0.014898508,-0.006945689,-0.017532201,,-0.022957617,-0.008501124,-0.014743167,,-0.00326012,0.002503407,,,,-0.008048561,,-0.024557603,-0.00445278,-0.008135714
28,Hutan,1,,-0.012775335,-0.019855596,,0.12679116,-0.013153961,-0.01498135,-0.017795846,-0.012225298,,-0.018400472,-0.020217364,-0.018328833,-0.014980017,-0.016751339,-0.021522633,,-0.014655554,-0.007808645,-0.01973866,,-0.018446644,-0.014284604,-0.023287974,,-0.021899124,-0.017164508,0.011327069,,-0.016037295,-0.013080567,,,,-0.019287949,,,-0.013202566,-0.015605525
29,Hutan,1,,-0.012665251,-0.018728541,-0.020866825,0.149799681,-0.012739279,-0.019228091,-0.022315317,,-0.016513123,,-0.023970959,-0.028849919,0.006368394,-0.026245764,-0.02101734,,-0.013688962,-0.009280319,-0.020541073,,-0.022324959,-0.021991153,-0.024423003,,-0.020744895,-0.020393515,0.079478314,,-0.015470472,-0.020147441,,-0.0141019,,-0.017856892,,,-0.012268991,-0.01790336
30,Hutan,1,,-0.017065353,-0.007882161,-0.011378979,-0.022546412,-0.009618426,-0.036311041,-0.008490178,-0.010129963,,-0.014944493,-0.019537647,,-0.013481928,-0.009385339,-0.011978266,-0.012115889,-0.012514293,-0.005688911,-0.012456397,,-0.01607131,-0.008835598,-0.012940259,,-0.01934974,-0.011155445,-0.009680313,-0.016661732,-0.012670164,-0.011417258,,,,-0.014258802,,,-0.010691829,-0.008314437
31,Hutan,1,-0.01663026,-0.012764041,-0.01913609,,0.33300672,-0.017532819,-0.015435031,,,,,,,0.264956842,-0.018445953,,-0.016057866,-0.018003485,-0.0200013,-0.019992207,,-0.022250945,-0.025129922,-0.024905115,,-0.028393087,-0.024197391,0.204554259,,-0.01673516,-0.014521557,,,,-0.014473579,,,-0.011475903,-0.022747709
