Class,Lat,Lon,2013_0106,2013_0609,2013_0912,2014_0103,2014_0306,2014_0609,2014_0912,2015_0103,2015_0306,2015_0609,2015_0912,2016_0103,2016_0306,2016_0609,2016_0912,2017_0103,2017_0306,2017_0609,2017_0912,2018_0103,2018_0306,2018_0609,2018_0912,2019_0103,2019_0306,2019_0609,2019_0912,2020_0103,2020_0306,2020_0609,2020_0912,2021_0103,2021_0306,2021_0609,2021_0912,2022_0103,2022_0306,2022_0609
1,9185042.109,387417.1539,0.24408,0.21389,0.17115,0.27785,0.20815,0.20177,0.20283,0.22783,0.22718,0.20875,0.20495,0.21985,nan,0.20706,0.41049,0.16463,0.18489,0.24484,nan,0.26864,0.19434,0.21482,0.19827,0.23872,0.23504,0.20719,0.20719,0.26594,0.26594,0.22751,0.16259,0.36206,nan,0.22796,nan,0.30105,0.23951,0.31576
1,9188551.433,382803.3167,0.35275,0.31454,0.30108,0.46822,0.30409,0.31065,0.36649,0.29879,0.27636,0.22875,0.26515,0.32621,0.31763,0.30413,0.32097,0.27389,0.28134,0.32572,nan,nan,0.26475,0.23879,0.23758,0.25126,0.28821,0.19614,0.19614,0.29178,0.29178,0.29922,0.25345,nan,nan,0.26926,nan,0.29456,0.24359,0.30221
1,9186448.552,389832.5575,0.35909,0.29689,0.37662,0.47223,0.2805,0.35166,0.31392,0.45599,0.39165,0.39074,0.317,0.32232,0.36693,0.41907,0.45469,0.09126,0.40965,0.39138,0.46332,nan,0.44017,0.3539,0.23902,0.36883,0.36692,0.28813,0.24035,0.36334,0.36334,0.33796,0.30886,nan,nan,0.31891,nan,0.38092,0.20753,0.41869
1,9174595.51,381286.7479,0.26594,0.26799,0.22641,0.33663,0.22594,0.2779,0.23828,0.26045,0.25027,0.25233,0.25906,0.28769,nan,0.2628,0.23987,0.14271,0.20902,0.25453,0.26582,0.17989,0.21021,0.28812,0.15288,0.23247,0.19786,0.19522,0.19135,0.16675,0.16675,0.23274,0.20533,0.19269,nan,0.182,0.2556,0.23468,nan,0.246
1,9187855.774,386251.2524,0.26621,0.24121,nan,0.33931,0.4715,0.24932,0.26381,0.18787,0.16108,0.21192,0.20981,0.3336,0.26066,0.19822,0.22782,nan,0.18779,0.25235,nan,0.14445,0.13724,0.23828,nan,0.24366,0.24859,0.18558,0.18558,0.22656,0.22656,nan,nan,nan,nan,0.29026,nan,0.2828,0.38203,0.28029
1,9169775.081,381938.1321,0.21156,0.22475,0.15509,0.35199,0.28218,0.18352,0.26876,0.18399,0.25373,0.22519,0.20764,0.25456,0.39214,nan,0.20173,0.28286,0.16823,0.23123,0.26383,0.21026,0.23878,0.19455,0.18945,0.23975,0.23584,0.17002,0.17002,0.18589,0.18589,0.22323,0.37102,0.24886,0.30955,0.17626,nan,0.1954,0.25742,0.23855
1,9171224.219,378865.0658,0.35823,0.35965,0.27868,0.3485,0.40881,0.37086,0.36242,0.36817,0.43789,0.34141,0.33586,0.41355,0.50256,0.39791,0.46013,0.42396,0.3924,0.36314,0.39592,0.39508,0.35682,0.30461,0.28567,0.44256,0.32983,0.28924,0.31947,0.36491,0.36491,0.39054,0.3383,0.41213,0.30472,0.29449,0.29775,0.33382,0.34364,0.36915
1,9189161.265,379995.6128,0.30282,0.28803,0.25578,0.41237,0.33151,0.27912,0.28726,0.23339,0.23161,0.23737,0.30815,0.24626,0.27827,0.17777,0.17914,0.19718,0.14851,0.19771,nan,0.13397,0.15889,0.16238,0.15505,0.18219,0.19938,0.18043,0.16926,0.16842,0.16842,0.15868,0.16271,0.30831,0.41063,0.20612,nan,0.24433,0.19018,0.21528
1,9192021.975,376796.3608,0.35542,0.31008,0.27367,0.45939,0.42192,0.33621,0.35714,0.29901,0.28564,0.28587,0.32481,0.32441,0.40473,0.35757,nan,0.15973,0.31918,0.2985,nan,0.41989,0.26292,0.24618,0.36006,0.38112,0.37632,0.25502,0.28378,0.31016,0.31016,0.2779,0.38821,nan,0.33621,0.32618,nan,0.34773,0.34703,0.31195
1,9203806.712,380912.3507,0.70168,0.57646,0.55456,nan,0.66717,0.51691,0.45648,0.81128,0.76601,0.38738,0.3352,0.59854,nan,0.66035,0.69796,0.0656,0.67601,0.61925,0.47623,nan,0.48557,0.4402,nan,0.72,0.58562,0.35128,0.35128,0.76434,0.76434,0.44158,0.41025,nan,0.73025,0.57151,nan,0.76811,nan,0.60693
1,9185032.028,375835.2868,0.31336,0.27667,0.26712,0.331,0.35036,0.29877,0.30232,0.29932,0.29654,0.24457,0.24273,0.26049,0.52454,0.30782,nan,0.15028,0.28745,0.30814,0.30992,0.34894,0.27252,0.2732,0.26079,0.39037,0.37534,0.26805,0.26805,0.35049,0.35049,0.45239,0.31424,0.48183,0.5197,0.4248,nan,0.4792,0.61898,0.39434
1,9161299.105,367364.6256,0.35827,0.27557,0.23855,0.31521,0.32875,0.3184,0.30552,0.36424,0.33906,0.3327,0.26761,0.33919,0.43029,0.38851,0.38067,0.13419,0.33775,0.32866,nan,0.36818,0.3347,0.28897,nan,0.39118,0.34983,0.3057,0.31377,0.36147,0.36147,0.37704,0.3421,0.38475,0.3628,0.36989,0.38592,0.3442,0.36967,0.33247
1,9162372.628,367714.7235,0.40192,0.32977,0.28038,0.42328,0.44107,0.43357,0.38052,0.51443,0.41636,0.2413,0.32107,0.38918,0.35847,0.31766,0.48771,0.13595,0.30938,0.34798,0.35782,0.40732,0.366,0.31757,0.36984,0.40388,0.40847,0.27768,0.38267,0.40152,0.40152,0.41486,0.35898,0.48082,0.39743,0.41551,nan,0.4423,0.40425,0.4549
1,9165607.154,393187.9387,0.28755,0.31795,0.28185,0.38329,0.36456,0.29315,0.37368,0.28517,0.27419,0.33435,0.4058,0.45653,0.37528,0.36242,0.35088,0.12182,0.34122,0.30649,0.56512,0.33978,0.31994,0.27362,0.34849,0.33973,0.33132,0.25755,0.27803,0.2236,0.2236,0.31738,0.34049,0.44147,0.29239,0.18835,nan,0.32411,0.27126,0.21465
1,9163334.95,387787.107,0.46136,0.42954,0.3838,0.38726,0.46901,0.50384,0.43285,0.50606,0.40439,0.39857,0.4343,0.55206,0.58503,0.61478,nan,0.35792,0.44549,0.4838,nan,0.48683,0.46195,0.48247,nan,0.55204,0.48792,0.37876,0.36825,0.44288,0.44288,0.54196,nan,0.23953,0.43995,0.43735,0.48992,0.52386,nan,0.51824
1,9175290.205,370495.1341,0.31931,0.26548,0.27186,0.24253,0.32389,0.33853,0.28382,0.37461,0.39204,0.27587,0.29456,0.36203,0.40502,0.43756,0.41281,0.13746,0.26244,0.33499,0.2653,0.31196,0.34391,0.30018,nan,0.33291,0.329,0.32631,0.26451,0.30961,0.30961,0.27979,0.38136,0.34734,0.29615,0.24867,0.32241,0.28463,0.3533,0.39013
1,9193250.589,384074.2526,0.66259,0.5892,0.45793,0.67805,nan,0.64743,0.54969,0.60122,0.44174,0.50602,0.52441,0.6466,nan,nan,nan,nan,0.4607,0.65388,nan,nan,0.44743,0.55326,nan,0.60044,0.37875,0.40762,0.36598,0.56103,0.56103,nan,0.54502,nan,nan,0.51899,nan,0.51329,nan,nan
1,9192878.277,380451.8922,0.33758,0.29463,0.30335,0.41335,0.42747,0.31752,0.33409,0.33251,0.3338,0.30995,0.32251,0.38531,0.3916,nan,nan,0.279,0.33902,0.34016,nan,0.34287,0.29526,0.32184,0.32353,0.38085,0.3678,0.27008,0.32731,0.39404,0.39404,0.38767,0.31842,nan,0.29699,0.38378,nan,0.37202,0.39284,nan
1,9185326.432,368362.1049,0.39974,0.34837,0.32855,0.35707,0.49548,0.36081,0.42575,0.38231,0.3837,0.3322,0.34707,0.40668,0.45307,0.3267,nan,0.3195,0.34148,0.3494,0.29025,0.32376,0.33613,0.267,nan,0.30909,0.35103,0.29378,0.27707,0.36105,0.36105,0.32274,0.33032,0.38887,0.36352,0.3326,0.40135,0.37866,0.36995,0.37364
1,9191884.447,382894.6421,0.65935,0.57014,nan,0.46969,0.60264,0.52486,0.57256,0.5251,0.51711,0.50161,0.68407,0.45216,nan,nan,nan,nan,0.62237,0.56036,nan,nan,0.44153,0.48183,nan,nan,0.64179,0.46791,0.46791,0.52114,0.52114,0.62027,0.55388,nan,nan,0.40741,nan,0.53902,nan,nan
1,9172164.023,388571.2885,0.63496,0.46026,0.49189,0.67912,0.58766,0.58473,0.55463,0.63526,0.5769,0.50845,0.45617,0.5847,0.65618,0.63373,nan,0.61,0.57559,0.56869,nan,0.57891,0.57675,0.49689,nan,0.66234,0.61992,0.43031,0.43031,0.52322,0.52322,0.6048,0.52016,nan,0.52051,0.44876,0.42465,0.40249,0.44016,0.42508
1,9172578.528,389023.0356,0.4648,0.47117,0.37914,0.42254,0.48337,0.43082,0.38397,0.44158,0.44443,0.38149,0.37416,0.40535,0.50157,0.42959,0.58418,0.3707,0.37917,0.39046,0.3176,0.3356,0.33485,0.30661,nan,0.37371,0.36467,0.27145,0.29366,0.31245,0.31245,0.34112,0.33048,0.5467,0.2734,0.30662,nan,0.3329,0.3291,0.32653
1,9186164.849,376769.7495,0.18817,0.18839,0.17969,0.23331,0.17367,0.18305,0.21067,0.14642,0.15791,0.14007,0.14851,0.19335,0.19134,0.21094,nan,0.19389,0.13818,0.19179,0.17667,0.10169,0.13025,0.17412,0.26472,0.15639,0.17262,0.13824,0.13824,0.15429,0.15429,0.19208,0.27749,0.17784,0.21371,0.1497,nan,0.19849,0.21654,0.21916
1,9187176.497,377073.5378,0.34877,0.33056,0.26051,0.47327,0.26227,0.29521,0.32375,0.3394,0.36189,0.31594,0.28978,0.36088,0.41333,nan,nan,0.13928,0.32143,0.32031,0.2887,0.31134,0.32367,0.25701,0.28008,0.27963,0.28205,0.24318,0.24318,0.27635,0.27635,0.26725,0.24414,0.45973,0.33908,0.26386,nan,0.28247,0.33256,0.32569
