Class,Lat,Lon,2013_0106,2013_0609,2013_0912,2014_0103,2014_0306,2014_0609,2014_0912,2015_0103,2015_0306,2015_0609,2015_0912,2016_0103,2016_0306,2016_0609,2016_0912,2017_0103,2017_0306,2017_0609,2017_0912,2018_0103,2018_0306,2018_0609,2018_0912,2019_0103,2019_0306,2019_0609,2019_0912,2020_0103,2020_0306,2020_0609,2020_0912,2021_0103,2021_0306,2021_0609,2021_0912,2022_0103,2022_0306,2022_0609
2,9171547.049,380456.9533,0.40215,0.43029,0.41919,0.54232,0.54889,0.42106,0.40701,0.51173,0.40997,0.38808,0.33373,0.43242,0.36709,0.44949,nan,0.19715,0.4414,0.40593,0.35929,0.53999,0.47104,0.38613,nan,0.47314,0.43355,0.36303,0.3799,0.43844,0.43844,0.48343,0.4262,0.59443,0.48185,0.46085,0.53938,0.55008,0.44818,0.44102
2,9171262.994,383181.8595,0.43437,0.4452,0.50777,nan,0.653,0.54037,0.44543,0.5352,0.46903,0.53862,0.40956,0.59883,0.55325,0.68304,nan,0.20671,0.55989,0.54618,nan,0.56486,0.56544,0.45102,nan,0.51394,0.54712,0.46219,0.46219,0.54055,0.54055,0.41725,0.49444,0.41796,nan,0.51859,0.44931,0.49565,0.53589,0.54127
2,9171558.636,384069.8938,0.49716,0.33862,0.5023,nan,0.52225,0.5229,0.47415,0.60507,0.50098,0.39375,0.41021,0.64005,0.50592,0.5767,nan,0.23538,0.50671,0.48808,0.6037,0.64951,0.51,0.48187,0.53618,0.59001,0.49961,0.44805,0.48081,0.50883,0.50883,0.52807,0.59208,0.69359,0.57171,0.48168,0.61203,0.61667,0.56628,0.51947
2,9172507.014,374109.7071,0.16446,0.29125,0.37537,0.29733,0.31826,0.24113,0.33213,0.30966,0.22922,0.19617,0.38775,0.34392,0.19352,0.20704,nan,0.15788,0.29409,0.26772,nan,nan,0.24488,0.2349,nan,0.35766,0.16767,0.26325,0.30622,0.24931,0.24931,nan,0.4313,0.22251,nan,0.16686,0.37643,0.30814,nan,0.19203
2,9193272.532,386656.8376,0.42757,0.43339,nan,0.48218,nan,0.41984,0.45652,0.48208,nan,0.38649,0.39679,nan,0.42748,nan,nan,0.1294,0.44681,0.41038,nan,nan,0.39144,0.40687,nan,0.41531,0.35706,0.36337,0.36337,0.36561,0.36561,nan,0.44715,nan,nan,nan,nan,0.39104,nan,nan
2,9176787.922,375608.5372,0.52198,0.38468,0.3281,nan,0.50529,0.44156,0.3529,0.5101,0.49712,0.43447,0.35866,0.47787,0.46628,0.45357,0.32799,0.12974,0.46904,0.4444,0.40607,0.44249,0.4508,0.41994,nan,0.27292,0.46793,0.39535,0.39246,0.44884,0.44884,0.44351,0.39598,0.48212,0.48229,0.46018,0.42386,0.44163,0.50474,0.45507
2,9177970.042,385129.4334,nan,0.34098,0.37143,0.36166,0.35233,0.34876,0.35107,0.48654,0.3421,0.35701,nan,nan,0.53283,0.29474,nan,0.40422,0.38468,0.38994,nan,0.45634,0.3999,0.35703,nan,0.41874,0.31481,0.32864,0.32864,0.33841,0.33841,0.32392,0.38196,nan,0.33391,0.2889,0.39498,0.37511,nan,0.29079
2,9197962.17,387609.2058,nan,0.39387,0.45508,0.41302,nan,0.36826,0.43304,0.39198,0.30336,0.31,0.38909,0.42696,nan,nan,nan,nan,0.3051,0.28777,nan,nan,0.33259,0.34101,nan,0.42433,0.303,0.31644,0.31644,nan,nan,0.33178,0.4346,nan,nan,0.32992,nan,0.39504,nan,0.31794
2,9176209.754,374704.4783,0.38364,0.40737,0.45603,nan,0.40764,0.38544,0.36081,0.43446,0.3818,0.33509,0.33709,0.3828,0.4171,0.36039,0.29913,0.35998,0.35621,0.33731,0.37238,0.3555,0.3485,0.36629,0.35229,0.35352,0.36074,0.32863,0.34586,0.34234,0.34234,0.34261,0.35653,0.39573,0.38561,0.36401,0.37495,0.37265,0.20987,0.3634
2,9169774.965,389538.1179,0.19639,0.32988,0.34775,nan,0.3096,0.26136,0.35139,0.37294,0.18383,0.21278,0.25497,0.34157,0.26966,0.29921,nan,0.236,0.2521,0.22546,0.31852,0.33993,0.30451,0.20523,nan,0.38239,0.28743,0.20804,0.22951,0.25483,0.25483,0.33186,0.39129,0.39203,nan,0.22449,0.42385,0.31644,nan,0.24481
2,9190886.574,386133.6265,0.43173,0.41886,0.51918,0.39387,nan,0.44017,0.4837,0.54443,0.453,0.42838,0.42335,nan,nan,nan,nan,nan,0.52444,0.43411,nan,nan,0.42659,0.4426,nan,0.61392,0.42219,0.41808,0.41808,0.50576,0.50576,nan,0.52889,nan,nan,nan,nan,0.54258,nan,nan
2,9191783.854,386592.5155,0.47665,0.46704,0.43795,0.20799,nan,0.47125,nan,0.42915,nan,0.46916,0.37486,nan,nan,nan,nan,nan,0.52856,0.47395,nan,nan,0.51627,0.43075,nan,nan,0.49672,0.43414,0.43414,0.46821,0.46821,nan,0.43385,nan,nan,nan,nan,0.43902,nan,nan
2,9197802.936,382095.0635,0.45219,0.43706,nan,0.35818,nan,0.40377,0.36924,0.33207,0.4182,0.33939,0.32822,0.31158,nan,nan,nan,nan,0.40062,0.32941,nan,nan,0.42627,0.35488,nan,0.29667,0.44109,0.3793,0.37479,0.3182,0.3182,nan,0.37937,nan,0.45327,0.41233,nan,0.35161,nan,nan
2,9197257.673,376192.7094,0.44983,0.49885,0.53423,0.25961,nan,0.43623,nan,0.57749,0.40109,0.43261,0.52115,nan,0.39376,nan,nan,0.12936,0.4186,nan,nan,nan,0.38563,0.43741,nan,nan,0.37428,0.41596,0.41596,0.40326,0.40326,nan,0.45972,nan,nan,0.40574,nan,0.56952,nan,nan
2,9197158.088,376853.4962,0.61554,0.60048,0.63626,0.24867,nan,0.60033,nan,0.68326,0.57745,0.54281,0.5692,0.65221,0.6343,nan,nan,0.19924,0.44564,0.4152,nan,nan,0.55786,0.5377,nan,nan,0.55654,0.5232,0.5232,0.60888,0.60888,nan,0.52753,nan,nan,0.57812,nan,0.66267,nan,nan
2,9163794.865,361303.8395,0.44592,0.41134,0.41942,0.39807,0.46105,0.40158,0.4007,0.4016,0.52379,0.41166,0.38416,0.44535,0.42873,0.44017,nan,0.46039,0.43101,0.38649,nan,0.41554,0.43353,0.41626,0.48104,0.46945,0.4504,0.37278,0.39144,0.36258,0.36258,0.45272,0.45276,0.46811,0.4518,0.43884,0.43341,0.44221,0.53536,0.31701
2,9164363.8,361670.7803,0.453,0.40504,0.46295,0.47839,0.41044,0.399,0.45099,0.47912,0.4875,0.41258,0.45199,0.48055,0.41799,0.41833,nan,0.52749,0.39995,0.46917,0.44665,0.45662,0.41302,0.4004,0.45423,0.40034,0.459,0.42321,0.44006,0.45052,0.45052,0.45176,0.52463,0.50447,0.45789,0.45583,0.49585,0.50265,0.47647,0.45424
2,9182446.813,369765.2262,0.41796,0.34828,0.343,0.45808,0.41732,0.39152,0.35646,0.35711,0.41759,0.3488,0.29383,0.38964,0.42972,0.4044,0.41593,0.23584,0.41967,0.37639,0.38441,0.42072,0.42169,0.3971,0.45104,0.42585,0.40805,0.38916,0.38267,0.38989,0.38989,0.40562,0.4203,0.36893,0.45348,0.41397,0.43348,0.38839,0.42325,0.44481
2,9193728.343,386528.1924,0.45367,0.41788,0.41522,0.41478,nan,0.40629,0.4148,0.40649,0.42723,0.3772,0.33928,nan,0.42984,nan,nan,nan,0.39678,0.38575,nan,nan,0.37739,0.36116,nan,nan,0.35622,0.34328,0.34328,0.35816,0.35816,nan,0.3903,nan,nan,nan,nan,0.32753,nan,0.33754
2,9193899.461,386302.2085,0.52686,0.44284,0.37887,0.48804,nan,0.44714,0.36873,0.43448,0.52859,0.35756,0.30722,nan,0.53681,nan,nan,nan,0.51207,0.492,nan,nan,0.52379,0.42115,nan,0.45199,0.5107,0.4504,0.4504,0.52708,0.52708,nan,0.42336,nan,nan,nan,nan,0.38399,nan,nan
2,9182959.975,396466.4758,0.29075,0.3051,0.27894,0.37289,0.3522,0.2995,0.29315,0.40124,0.32599,0.06646,0.12157,nan,nan,0.34694,nan,0.15162,nan,0.35548,nan,nan,0.37715,0.29604,0.24767,nan,0.32419,0.2479,0.25385,0.31921,0.31921,0.32555,0.34332,nan,nan,0.32848,nan,0.42282,nan,0.33698
2,9182534.106,394380.7349,0.45034,nan,0.39517,0.3384,0.44999,0.34339,0.33729,0.32669,0.44653,0.37312,0.39023,nan,nan,0.42882,nan,0.20598,0.43846,0.32027,nan,nan,0.4429,0.41177,nan,0.31045,0.44485,0.32469,0.32469,0.10401,0.10401,0.27482,nan,nan,nan,0.4033,nan,0.40597,nan,0.44201
2,9183872.227,395213.6204,0.28873,0.30747,0.34735,0.39358,nan,0.35912,0.33028,0.36994,0.27898,0.28408,nan,nan,nan,0.33048,nan,0.12359,nan,0.29593,nan,nan,0.33481,0.3127,nan,nan,0.25494,0.25897,0.25897,nan,nan,0.27266,nan,nan,nan,0.33651,nan,0.41089,nan,0.29314
2,9183825.706,393734.8197,0.25582,0.33905,0.47854,0.45531,0.3546,0.36043,0.46841,0.47957,0.25226,0.31639,nan,nan,nan,nan,nan,0.1552,0.39957,0.38586,nan,nan,0.30687,0.42153,nan,nan,0.22541,0.32562,0.32562,nan,nan,0.30176,nan,nan,nan,nan,nan,0.41803,nan,nan
2,9176925.541,364389.5011,0.39001,0.38966,0.45886,0.51651,0.38868,0.37726,0.43417,0.46399,0.34817,0.39317,0.46354,0.50361,0.5102,0.42169,0.50673,0.38292,0.38255,0.42969,nan,0.44003,0.39162,0.32656,nan,nan,0.41616,0.38979,0.39034,0.4609,0.4609,0.41359,nan,0.42848,0.44598,0.43576,0.46052,0.46123,0.46602,0.42856
2,9167460.727,362688.0192,0.60148,0.50017,0.52872,0.55931,0.55827,0.49821,0.47572,0.55393,0.59115,0.52678,0.48895,0.56093,0.52969,0.60216,0.53747,0.39885,0.50998,0.52555,0.4601,nan,0.49776,0.51461,nan,0.5708,0.53147,0.49103,0.49227,0.49533,0.49533,0.4871,0.49404,0.50554,0.54105,0.54612,0.47487,0.50754,0.59298,0.50941
2,9164869.583,362882.1579,0.46431,0.43545,0.43611,0.44435,0.42326,0.40816,0.41486,0.51416,0.42514,0.42217,0.42366,0.53482,0.3784,0.33988,nan,0.24344,0.45896,0.46743,0.41035,0.5403,0.44841,0.44692,nan,0.53619,0.43101,0.39278,0.38075,0.44155,0.44155,0.4098,0.41333,0.46926,0.44434,0.44404,0.4458,0.47604,0.49421,0.41791
2,9197573.054,379717.8971,nan,0.48271,0.49292,0.36248,nan,0.41591,nan,0.30365,0.38745,0.41154,0.27944,nan,nan,nan,nan,0.13188,0.33702,0.37444,nan,nan,0.48168,0.45581,nan,nan,0.43325,0.43761,0.43761,0.40611,0.40611,nan,0.3934,nan,nan,0.4279,nan,0.28881,nan,nan
2,9171105.9,367803.3726,0.34248,0.34703,0.44289,0.39728,0.29998,0.31041,0.38058,0.32251,0.35233,0.30903,0.34958,0.38857,0.31389,0.30476,nan,0.26841,0.30085,0.38402,nan,0.33614,0.31754,0.31027,0.3367,0.37646,0.33677,0.29106,0.30017,0.35978,0.35978,0.29731,0.39947,0.36587,0.32432,0.32385,0.39091,0.40932,0.37055,0.37054
2,9171855.54,370686.2172,0.40631,0.3675,0.38941,0.46775,0.41969,0.36927,0.35041,0.41153,0.45785,0.34842,0.35504,0.47323,0.41912,0.37206,0.43717,0.35946,0.37525,0.34551,nan,nan,0.38035,0.38129,nan,0.49582,0.43592,0.32903,0.3712,0.31313,0.31313,0.26275,0.39548,0.45636,0.40653,0.46087,0.45146,0.47241,0.46633,0.35624
2,9181926.656,372030.5548,nan,0.31504,0.34701,0.41224,0.32924,0.30464,0.3343,0.36124,0.25114,0.27075,0.33937,0.42506,0.34807,0.32213,nan,0.148,0.316,0.27895,nan,0.34785,0.2924,0.26169,nan,0.40523,0.30515,0.24778,0.24971,0.28555,0.28555,0.30711,nan,0.45001,nan,0.25991,nan,0.40386,0.40781,0.29151
2,9192664.036,386467.5131,0.40738,0.41648,nan,0.38777,nan,0.36536,nan,0.35261,0.36264,0.33848,0.31413,nan,nan,nan,nan,0.12693,0.39577,0.37605,nan,nan,0.35534,0.3462,nan,0.35314,0.36014,0.34959,0.34959,0.40629,0.40629,nan,0.37506,nan,nan,nan,nan,0.39867,nan,0.40676
2,9192058.613,386335.4777,0.3592,0.40133,0.46257,0.43985,nan,0.36498,nan,0.40025,0.30997,0.36358,0.39276,nan,nan,nan,nan,nan,0.33398,0.33061,nan,nan,0.26978,0.29069,nan,0.36585,0.26363,0.30571,0.30571,0.40845,0.40845,nan,0.43975,nan,nan,nan,nan,0.44068,nan,0.40418
2,9177324.976,372960.4936,0.4346,0.33848,0.3083,nan,0.42119,0.39555,0.3308,0.45069,0.48055,0.30574,0.30198,0.46447,0.5299,0.36303,nan,0.24317,0.42548,0.42822,0.48193,0.47909,0.43022,0.40137,nan,0.43072,0.42804,0.35221,0.37326,0.41422,0.41422,0.40846,0.40582,0.47118,nan,0.40702,0.41981,0.45328,0.43854,0.41367
2,9186388.939,372915.5528,0.4064,0.34963,0.33763,0.36112,0.41081,0.37652,0.37738,0.34229,0.39543,0.38889,0.31982,0.41149,0.419,0.43531,0.3821,0.36434,0.3619,0.38426,0.38994,0.43515,0.38924,0.36226,nan,0.37836,0.41452,0.37798,0.36649,0.40896,0.40896,0.4117,0.34277,0.39921,0.47509,0.41212,nan,0.38048,0.40545,0.38282
2,9176573.392,380311.9152,0.41018,0.36548,0.37001,nan,0.40049,0.34842,0.31344,0.36867,0.4197,0.29694,0.29728,0.42313,0.43574,0.39573,nan,0.07331,0.42186,0.367,nan,nan,0.43907,0.34701,nan,nan,0.37199,0.34493,0.311,0.44419,0.44419,nan,nan,0.48276,0.52805,0.3934,0.40462,nan,0.30491,0.40527
2,9197931.6,380988.1794,0.17729,0.4181,0.45743,0.24861,nan,0.24512,nan,0.35546,0.2191,0.22847,0.3978,nan,nan,nan,nan,0.16363,0.27187,0.17426,nan,nan,0.24108,0.31275,nan,nan,0.22611,0.30021,0.30021,0.29926,0.29926,nan,0.38676,nan,nan,0.19273,nan,nan,nan,nan
2,9178025.708,390653.4908,0.22867,0.29383,0.32916,0.30435,0.29977,0.27525,0.27647,0.31067,0.2603,0.2262,0.22487,0.3605,0.42207,nan,0.32852,0.2533,0.31095,0.30315,0.32677,0.32388,0.28564,0.22541,0.34749,0.28052,0.30095,0.25394,0.25624,0.31098,0.31098,0.31123,nan,0.40057,0.28507,0.26637,0.33369,0.33206,0.38124,0.29973
2,9170568.544,374021.5539,0.31738,0.31957,0.32833,nan,nan,0.3073,0.28441,0.33504,0.24732,0.28825,0.2482,nan,0.41035,0.28901,nan,0.16436,0.28406,0.2673,nan,0.29047,0.2921,0.26357,nan,0.273,0.29148,0.21136,0.24585,0.33057,0.33057,0.22054,nan,0.26715,0.36214,0.31982,0.33423,0.3207,nan,0.31573
2,9172126.312,373491.7683,0.47033,0.45631,0.48066,nan,0.50566,0.42995,0.44308,0.46056,0.45076,0.46287,0.46158,0.50149,0.47053,0.47231,nan,0.15967,0.45888,0.43248,0.42602,nan,0.4515,0.42226,nan,0.4552,0.44942,0.41816,0.41894,0.42975,0.42975,0.45066,nan,0.54356,nan,0.45359,0.41949,0.50304,0.49123,0.45156
2,9197731.28,380612.4493,0.24614,0.31921,0.41277,0.06719,nan,0.27218,0.39263,0.35456,0.23166,0.27613,0.32185,0.41373,nan,nan,nan,nan,nan,0.20887,nan,nan,0.24315,0.24811,nan,0.3989,0.3005,0.2958,0.2958,0.28303,0.28303,0.29391,0.35879,nan,nan,0.19761,nan,nan,nan,nan
2,9170243.399,377868.1624,0.44053,0.36871,0.35936,nan,0.40973,0.34889,0.32497,0.34485,0.36588,0.36997,0.32382,0.32281,0.38211,0.39443,nan,0.14837,0.37469,0.35059,nan,nan,0.34913,0.30249,nan,0.30721,0.35169,0.33322,0.31877,0.38132,0.38132,0.3848,nan,nan,0.41317,0.34548,0.34402,0.38041,0.34074,0.37409
2,9170343.463,375907.9021,0.26961,0.29346,0.3045,nan,0.34348,0.2915,0.26917,0.33514,0.23546,0.27742,0.29,0.33011,0.28988,0.27539,nan,0.11863,0.31151,0.26952,nan,nan,0.29995,0.25016,nan,0.38093,0.31221,0.24609,0.25996,0.32308,0.32308,0.32603,0.3561,nan,0.34943,0.26702,0.33317,0.35124,nan,0.30347
2,9181854.349,368645.6937,0.40905,0.39096,0.40914,0.40316,0.37513,0.40444,0.37124,0.36725,0.39815,0.34383,0.35729,0.40123,0.35191,0.37533,0.43158,0.25878,0.34469,0.36857,0.40385,0.36977,0.35908,0.34697,0.44143,0.39432,0.36561,0.33978,0.36217,0.3653,0.3653,0.36237,0.39713,0.42143,0.39468,0.35503,0.49417,0.38741,0.37906,0.36887
2,9197466.236,379478.0698,0.33708,0.44732,0.48308,0.1788,nan,0.42635,0.43103,0.57769,0.33732,0.33389,nan,nan,0.35011,nan,nan,0.38644,nan,0.36993,nan,nan,0.4289,0.4452,nan,nan,0.38141,0.42164,0.42164,0.48437,0.48437,nan,0.47744,nan,nan,0.42058,nan,nan,nan,0.41262
2,9176735.329,381811.8906,0.55609,0.47088,0.46628,nan,0.55087,0.47883,0.38464,0.50877,0.56448,0.36359,0.40922,0.56175,0.50321,0.52723,nan,0.06799,0.50004,0.47067,nan,0.51857,0.50599,0.40035,nan,0.42162,0.41851,0.34253,0.34639,0.49985,0.49985,0.47519,0.40397,nan,0.51481,0.46218,0.46198,0.52233,nan,0.47673
2,9197573.69,375142.6768,0.58107,0.41764,0.40964,0.3979,0.50854,0.45325,0.41148,0.39008,0.51797,0.42371,0.31896,nan,nan,nan,nan,0.08803,0.54402,0.37892,nan,nan,0.52638,0.39216,nan,0.29396,0.48586,0.37701,0.37701,0.49605,0.49605,nan,0.3774,nan,nan,0.49995,nan,0.34916,nan,nan
2,9197412.935,375324.6533,0.61292,0.50921,0.44811,0.38613,0.51464,0.49734,nan,0.48374,0.55538,0.46376,0.36997,0.4691,0.50604,nan,nan,0.14317,0.59397,0.43141,nan,nan,0.56629,0.44784,nan,0.37737,0.54597,0.44472,0.44472,0.44976,0.44976,nan,0.43232,nan,nan,0.56551,nan,0.33119,nan,nan
2,9178416.665,392414.1115,0.55152,0.46243,0.45525,0.48161,0.51819,0.45385,0.40162,0.51687,0.47671,0.45826,0.36479,nan,nan,0.52598,0.40769,0.33,0.4266,0.45689,0.3735,nan,0.44056,0.41423,nan,0.38773,0.48705,0.37078,0.37029,0.45447,0.45447,0.43659,0.46205,nan,0.52345,0.49822,0.44789,0.50537,nan,0.50358
2,9177738.609,392099.7425,0.30203,0.34294,0.37133,0.43016,0.41033,0.35216,0.32345,0.41517,0.36189,0.33578,0.29075,nan,nan,nan,0.39357,0.2986,0.35266,0.35103,nan,0.32706,0.3448,0.30726,nan,0.37409,0.36608,0.29129,0.30499,0.37522,0.37522,0.3279,0.32841,nan,0.32449,0.31572,nan,0.37442,nan,0.3447
2,9170553.66,368381.3995,0.32178,0.38677,0.48043,0.5403,0.33792,0.37115,0.48188,0.54367,0.38391,0.36064,0.4358,0.53216,0.34874,0.41135,nan,0.15606,0.37439,0.30354,0.46392,0.46194,0.30823,0.31888,nan,0.52265,0.34951,0.35518,0.3913,0.42836,0.42836,0.32741,0.38224,0.5371,0.41085,0.30449,0.44134,0.48197,0.3858,0.30284
2,9170555.262,369205.8227,0.48261,0.4679,0.459,0.59764,0.46598,0.46718,0.486,0.59369,0.51916,0.42072,0.44265,0.57555,0.49467,0.48552,nan,0.17175,0.46067,0.44092,nan,0.49816,0.47075,0.39751,nan,0.40067,0.45403,0.40895,0.40923,0.47572,0.47572,0.40314,0.49657,0.535,0.45281,0.44478,0.50745,0.52809,0.44713,0.42278
2,9171875.481,394399.3614,0.35403,0.40331,0.42753,nan,0.38007,0.36265,0.35652,0.35795,0.36872,0.35783,0.38318,0.4071,0.4373,nan,nan,0.27613,0.35791,0.37687,nan,0.37896,0.36927,0.38442,0.40631,0.39362,0.39447,0.35078,0.35078,0.38702,0.38702,0.37777,nan,0.46521,0.43158,0.38323,0.4556,0.41492,0.40936,0.37866
2,9169676.394,367729.4449,0.4002,0.39446,0.39482,nan,0.37214,0.37899,0.38026,0.47308,0.32947,0.33704,0.39878,0.50976,0.34613,0.41071,nan,0.18093,0.40151,0.39722,nan,0.41223,0.38652,0.31952,0.42739,0.36424,nan,0.3339,0.40634,0.39022,0.39022,0.35368,0.43008,0.45707,0.40692,0.38029,0.45156,0.49416,nan,0.37176
2,9168895.171,370720.7574,0.42987,0.4431,0.42389,0.55091,0.41542,0.4356,0.40533,0.46581,0.50731,0.405,0.43374,0.48566,0.40464,0.43342,nan,0.22,0.42667,0.4036,0.36746,0.4867,0.41384,0.37538,nan,0.4959,0.44193,0.33268,0.38334,0.42111,0.42111,0.44241,0.46764,0.46903,0.4764,0.42855,0.34516,0.47972,0.44814,0.42806
2,9173282.642,367373.2705,0.35461,0.37327,0.42282,0.41213,0.37179,0.35285,0.37634,0.41555,0.41201,0.31823,0.36179,0.42909,0.33802,0.27319,nan,0.21883,0.35477,0.34206,0.41731,0.35208,0.34092,0.35745,nan,0.40783,0.37903,0.33306,0.33729,0.34875,0.34875,0.34783,0.45593,0.44419,0.36614,0.35099,0.3861,0.3914,0.36539,0.36625
2,9173464.88,366956.1884,0.32144,0.36442,0.45015,0.41781,0.33915,0.35153,0.40748,0.42352,0.39821,0.33484,0.39541,0.42833,0.4243,0.25758,nan,0.19273,0.35212,0.35465,0.42291,0.37697,0.32427,0.33358,nan,0.44192,0.36299,0.34907,0.37644,0.36179,0.36179,0.32653,0.49063,0.44308,0.40374,0.35667,0.4243,0.43863,0.38685,0.38887
2,9191094.937,389575.3084,0.23101,0.30274,0.45389,0.34054,0.31227,0.34537,0.41393,0.36369,0.21111,0.22269,0.36747,0.39462,nan,nan,0.47164,nan,nan,0.2696,0.46535,nan,0.25149,0.22932,nan,0.3589,0.19699,0.2506,0.26765,0.24769,0.24769,0.31779,0.39773,nan,nan,0.36047,nan,0.35908,nan,0.24547
2,9190377.065,389628.4652,0.36477,0.40735,0.43476,0.41386,0.36971,0.36894,0.41095,0.40383,0.3648,0.38694,0.36324,0.39878,nan,nan,nan,nan,nan,0.37153,0.47054,nan,0.39051,0.34752,nan,0.42212,0.34068,0.36257,0.36257,0.38601,0.38601,0.42803,0.4144,nan,nan,0.4157,nan,0.41624,nan,0.3609
2,9188239.463,388385.6991,nan,0.41139,0.41465,0.29839,nan,0.45546,0.37866,0.27785,0.49545,0.38233,0.31878,0.33472,nan,nan,nan,nan,0.39047,0.4173,nan,nan,0.51288,0.35794,nan,0.31983,0.44323,0.36487,0.36487,nan,nan,0.40576,0.37823,nan,nan,0.47654,nan,0.34664,nan,0.48361
2,9163726.023,372525.2469,0.44909,0.40116,0.39315,nan,0.44945,0.41446,0.36167,0.33445,0.46445,0.4149,0.39273,0.4278,0.45861,0.38645,nan,0.16925,0.42263,0.41159,nan,nan,0.37184,0.35913,nan,0.31171,0.44336,0.37322,0.34047,0.40626,0.40626,nan,0.35913,0.37719,0.42963,0.39692,0.3274,0.39636,0.41676,0.38671
2,9163699.041,372009.9248,0.31394,0.35258,0.3817,nan,0.35727,0.30863,nan,0.28369,0.32195,0.32516,0.34119,0.31903,0.28752,0.28117,nan,0.16345,0.31664,0.27313,nan,nan,0.30951,0.30772,nan,0.31528,0.31646,0.30034,0.30769,0.32684,0.32684,0.29893,nan,0.33617,0.34843,0.3417,0.33973,0.25371,nan,0.33188
2,9200923.197,381178.4411,0.31597,0.34688,nan,0.38493,0.36257,0.34665,0.40599,0.45039,0.32237,0.29882,0.41903,0.4347,nan,nan,nan,nan,0.32572,0.30865,nan,nan,0.27944,0.32447,nan,0.41647,0.29199,0.28075,0.28075,0.32598,0.32598,0.36406,0.38777,nan,nan,0.25172,nan,0.38401,nan,0.3366
2,9203456.161,382001.3118,nan,0.22602,0.28072,0.21877,0.25728,0.21368,0.24896,0.18107,0.24427,0.19149,0.20811,0.21632,nan,nan,0.33382,0.18927,nan,0.24268,nan,nan,0.24669,0.21439,nan,nan,0.24365,0.19851,0.19851,0.26009,0.26009,0.23637,nan,nan,nan,0.23397,nan,0.25727,nan,0.24829
2,9173143.212,386450.1708,0.70344,0.53609,0.46461,nan,0.67808,0.5452,0.48493,0.69033,0.64646,0.50376,0.33116,nan,0.36055,0.65195,nan,0.73796,0.70545,0.62636,nan,0.70542,0.6469,0.5717,0.5619,0.40437,0.63612,0.50526,0.48878,0.65058,0.65058,0.29807,0.62377,nan,0.64975,0.63685,0.5705,0.6495,0.34879,0.61688
2,9173942.893,386633.1087,0.29901,0.30241,0.34201,nan,nan,0.28692,0.35548,0.46146,0.29947,0.28485,0.26561,nan,nan,0.29284,nan,0.21513,0.40025,0.32337,nan,nan,0.35343,0.31936,nan,nan,0.31303,0.30125,0.30125,0.37641,0.37641,0.32915,nan,nan,nan,0.34536,nan,0.43906,nan,0.30364
2,9168556.218,383717.5296,0.42438,0.43471,0.471,0.54152,0.47996,0.43976,0.35453,0.46312,0.36607,0.37056,0.33335,0.47541,nan,nan,nan,0.10842,0.48526,0.43418,nan,0.48414,0.43487,0.38319,0.47077,0.45761,0.37686,0.36826,0.38627,0.45005,0.45005,0.43313,nan,0.53887,0.44533,0.40363,0.46067,0.45289,0.45052,0.45628
2,9169977.078,383229.5304,0.44142,0.44912,0.53303,0.77473,0.41562,0.41513,0.50938,0.58873,0.43179,0.43146,0.45177,0.42551,0.51043,0.43755,nan,0.06521,0.46207,0.39919,nan,nan,0.40725,0.4337,nan,nan,0.35909,0.44443,0.46243,0.42144,0.42144,0.32081,nan,0.6951,0.44828,0.33552,0.2989,0.4173,0.59409,0.40517
2,9177019.348,384803.6933,0.32599,0.34503,0.363,nan,0.34933,0.31914,0.08171,0.44872,0.37629,0.29225,0.36128,0.49687,0.36818,0.338,nan,0.06133,0.33038,0.31666,nan,0.36656,0.36179,0.27887,nan,0.38335,0.29538,0.28019,0.30594,0.35905,0.35905,0.37533,0.38306,0.35415,0.4465,0.3388,0.57108,0.43352,0.55651,0.36945
2,9176712.904,362261.3278,0.40169,0.42321,0.44162,0.48646,0.39195,0.38948,0.41845,0.45291,0.40099,0.38976,0.44684,0.49642,0.44571,0.42102,0.47041,0.36386,0.38571,0.41965,nan,0.44683,0.41068,0.41385,nan,0.36461,0.42158,0.38965,0.42876,0.47329,0.47329,nan,0.52353,0.48105,nan,0.44566,0.45831,0.44954,0.47235,0.39484
2,9164281.445,363689.7614,0.44729,0.43874,0.44438,nan,0.42756,0.43008,0.39111,0.46665,0.43709,0.42155,0.40013,0.4605,0.46042,0.44817,nan,0.33563,0.46241,0.45671,nan,0.46586,0.44497,0.45628,0.42849,0.47476,0.43092,0.40265,0.40977,0.45733,0.45733,0.45053,0.46331,0.44849,0.44924,0.46003,0.517,0.45197,0.49079,0.4366
2,9184833.982,372543.0875,0.33423,0.41652,0.49937,nan,0.33172,0.35382,0.34052,0.42917,0.30935,0.22717,0.41948,0.4402,0.31586,0.35123,nan,0.13605,0.37064,0.37633,nan,nan,0.36322,0.34034,nan,0.41779,0.37373,0.3589,0.37671,0.34027,0.34027,0.36076,nan,0.4045,nan,0.36333,0.42408,0.40998,nan,0.30949
2,9176252.035,368133.7423,0.38043,0.40657,0.42402,nan,0.37742,0.37622,0.35886,0.35137,0.37356,0.36483,0.37237,0.4358,0.38205,0.36671,nan,0.26058,0.38808,0.40605,nan,nan,0.35449,0.35147,nan,0.36387,0.35775,0.35613,0.36863,0.40856,0.40856,0.41629,nan,0.40666,0.43491,0.37736,0.37647,0.39666,0.53658,0.36911
