Class,Lat,Lon,2013_0106,2013_0609,2013_0912,2014_0103,2014_0306,2014_0609,2014_0912,2015_0103,2015_0306,2015_0609,2015_0912,2016_0103,2016_0306,2016_0609,2016_0912,2017_0103,2017_0306,2017_0609,2017_0912,2018_0103,2018_0306,2018_0609,2018_0912,2019_0103,2019_0306,2019_0609,2019_0912,2020_0103,2020_0306,2020_0609,2020_0912,2021_0103,2021_0306,2021_0609,2021_0912,2022_0103,2022_0306,2022_0609
1,9159285.39,366382.3742,-0.46876,-0.45498,-0.52279,-0.39145,-0.42315,-0.436,-0.44999,-0.46387,-0.44365,-0.49608,-0.4096,-0.45688,-0.37044,-0.46057,nan,-0.10391,-0.50967,-0.44386,-0.47379,-0.47,-0.4506,-0.47412,-0.44237,-0.47238,-0.47071,-0.47952,-0.42563,-0.48501,-0.48501,-0.41048,-0.36524,-0.45202,-0.47608,-0.49647,-0.34594,-0.46424,-0.50053,-0.45868
1,9165076.616,369141.4716,-0.31836,-0.32805,-0.34268,-0.17175,-0.2059,-0.3286,-0.29083,-0.3569,-0.25984,-0.31498,-0.24951,-0.2909,-0.2188,-0.31898,nan,-0.01688,-0.29939,-0.32796,-0.29345,-0.26937,-0.29189,-0.3755,-0.26813,-0.34933,-0.27952,-0.32701,-0.32978,-0.34463,-0.34463,-0.34248,-0.27215,-0.31034,-0.33014,-0.36157,-0.28761,-0.30811,-0.31441,-0.33492
1,9161706.657,364272.6506,-0.47436,-0.42334,-0.43188,-0.32678,-0.40671,-0.44462,-0.43417,-0.45449,-0.40096,-0.42904,-0.37182,-0.45475,-0.40699,-0.4591,nan,-0.12131,-0.45722,-0.43784,-0.45332,-0.43174,-0.40163,-0.45655,-0.43139,-0.3871,-0.45574,-0.43809,-0.45776,-0.43963,-0.43963,-0.45079,-0.30262,-0.33633,-0.39956,-0.41504,-0.34611,-0.39908,-0.42805,-0.3608
1,9180030.365,377890.2583,-0.12027,-0.18896,-0.18426,-0.17515,-0.12746,-0.22302,-0.17933,-0.09119,-0.15262,-0.21372,-0.18049,-0.11297,-0.0753,-0.12177,-0.12255,-0.08565,-0.19439,-0.20212,-0.17967,-0.1131,-0.11996,-0.16731,-0.02754,-0.1408,-0.11253,-0.16363,-0.16146,-0.10687,-0.10687,-0.19108,-0.1156,-0.06903,-0.05285,-0.15812,-0.05797,-0.11075,-0.18434,-0.14842
1,9180196.63,378693.0615,-0.32552,-0.33275,-0.32855,-0.27537,-0.36829,-0.32956,-0.31991,-0.32701,-0.37799,-0.29835,-0.31701,-0.34532,-0.20859,-0.18544,-0.22358,0.05425,-0.31324,-0.29381,-0.35673,-0.30311,-0.27489,-0.3021,-0.23302,-0.21579,-0.28373,-0.29758,-0.29758,-0.28995,-0.28995,-0.29065,-0.31976,-0.22312,-0.23107,-0.2925,-0.19672,-0.30895,-0.35205,-0.34983
1,9200679.827,383526.6943,-0.17192,-0.2192,-0.28102,nan,nan,-0.31065,-0.25183,-0.28419,-0.35661,-0.32567,-0.34572,-0.24854,nan,nan,-0.16031,0.17251,nan,-0.16879,-0.28483,nan,-0.29865,-0.30823,nan,nan,-0.24914,-0.218,-0.26928,-0.19857,-0.19857,-0.21182,-0.22003,nan,nan,-0.21025,nan,-0.17655,nan,-0.16975
1,9182399.261,383867.8483,-0.33677,-0.31139,-0.3135,-0.34667,-0.32493,-0.31686,-0.24721,-0.34099,-0.3118,-0.30445,-0.26003,-0.3108,-0.19287,nan,-0.24733,0.23746,-0.31784,-0.26743,-0.32916,-0.31656,-0.31987,-0.26572,-0.28837,-0.35135,-0.34671,-0.30653,-0.29997,-0.30707,-0.30707,-0.34968,nan,-0.29998,-0.27932,-0.26618,nan,-0.2876,-0.10678,-0.3015
1,9182437.682,384087.5291,-0.29105,-0.20232,-0.24152,-0.15591,-0.29016,-0.23484,-0.16144,-0.29601,-0.27126,-0.21857,-0.21375,-0.19536,-0.13527,nan,-0.17594,0.2189,-0.2711,-0.13927,-0.16483,-0.24645,-0.22408,-0.17293,nan,-0.17374,-0.21755,-0.21251,-0.24139,-0.18834,-0.18834,-0.1678,nan,-0.24461,-0.1607,-0.18108,nan,-0.20218,-0.09835,-0.26714
1,9174617.946,390609.1771,-0.2954,-0.26506,-0.23428,-0.29099,-0.26396,-0.30569,-0.30223,-0.33545,-0.34875,-0.34093,-0.29891,-0.30797,-0.30703,-0.15295,nan,0.02811,-0.35221,-0.33913,nan,-0.34282,-0.33544,-0.33229,nan,-0.3569,-0.36371,-0.35902,-0.35349,-0.38903,-0.38903,-0.33826,-0.26963,-0.34038,-0.365,-0.39272,-0.29369,-0.3804,nan,-0.34134
1,9185592.527,365725.6497,-0.2814,-0.32661,-0.27455,-0.09677,-0.2986,-0.32979,-0.29518,-0.29752,-0.24724,-0.29131,-0.2406,-0.25571,-0.2355,-0.26241,-0.17567,-0.29059,-0.3198,-0.3247,-0.29615,-0.19897,-0.3108,-0.33742,nan,-0.29038,-0.24876,-0.27196,-0.25156,-0.25084,-0.25084,-0.2293,-0.16312,-0.1771,-0.18993,-0.24827,nan,-0.2292,-0.24531,-0.22097
1,9174956.187,390022.3265,-0.33879,-0.25409,-0.29551,-0.16862,-0.27075,-0.37324,-0.31984,-0.30831,-0.38239,-0.33654,-0.36266,-0.21729,-0.23649,-0.30522,nan,-0.34427,-0.343,-0.3542,nan,-0.42557,-0.28209,-0.241,nan,-0.19068,-0.33691,-0.29137,-0.25734,-0.30375,-0.30375,-0.31331,-0.24685,0.02351,-0.26749,-0.32299,-0.08996,-0.30035,-0.12567,-0.26519
1,9196546.657,384644.6613,-0.38506,-0.34807,-0.3625,-0.36173,-0.33041,-0.27261,-0.34216,-0.38444,-0.34185,-0.35736,-0.36701,-0.34404,nan,nan,-0.29026,0.11875,-0.3434,-0.36012,-0.2309,nan,-0.31726,-0.33793,-0.33806,-0.33688,-0.37023,-0.33461,-0.3418,-0.36681,-0.36681,-0.35206,-0.30878,nan,-0.24693,-0.29293,nan,-0.3004,nan,nan
1,9176164.879,372312.6531,-0.37585,-0.37731,-0.3481,-0.30468,-0.29759,-0.38439,-0.30675,-0.37394,-0.37621,-0.31788,-0.27703,-0.37824,-0.34845,-0.34718,-0.10795,0.02278,-0.37681,-0.33515,nan,nan,-0.31294,-0.31124,-0.26111,-0.29751,-0.35311,-0.39834,-0.39834,-0.36266,-0.36266,nan,-0.37046,nan,nan,-0.34282,nan,-0.30069,-0.27729,nan
1,9174730.461,371966.317,-0.17926,-0.25819,-0.1941,-0.22199,-0.31116,-0.29531,-0.29034,-0.22503,-0.29912,-0.29746,-0.23407,-0.29895,-0.30978,-0.30711,-0.29207,0.12908,-0.35718,-0.33109,-0.26511,-0.26926,-0.3326,-0.34317,nan,-0.29355,-0.36267,-0.34966,-0.3485,-0.33626,-0.33626,-0.31673,-0.26619,-0.33585,-0.34716,-0.32076,-0.23955,-0.32977,-0.3686,-0.39186
1,9172556.985,393643.6448,-0.22229,-0.2768,-0.2964,-0.18714,-0.23086,-0.23492,-0.17381,-0.27195,-0.27974,-0.25792,-0.2575,-0.24571,-0.18127,-0.17034,nan,-0.08115,-0.22181,-0.24504,-0.29174,-0.24172,-0.21179,-0.26375,nan,-0.14405,-0.20476,-0.25276,-0.23493,-0.24712,-0.24712,-0.23882,-0.14373,-0.04532,-0.1646,-0.21992,-0.19819,-0.18695,-0.18816,-0.13768
1,9183600.642,378129.2328,-0.33549,-0.31312,-0.33417,-0.30575,-0.35071,-0.34947,-0.29378,-0.4114,-0.34128,-0.34053,-0.21085,-0.33016,-0.39257,-0.31123,-0.30491,-0.23013,-0.41711,-0.3263,-0.30233,-0.3742,-0.36042,-0.36641,nan,-0.38838,-0.37227,-0.34378,-0.26847,-0.32529,-0.32529,-0.3304,-0.37344,-0.3624,-0.32795,-0.34643,-0.40802,-0.25686,-0.28193,-0.32687
1,9183520.932,377690.9721,-0.26504,-0.21214,-0.16949,-0.15924,-0.23015,-0.24034,-0.20794,-0.21669,-0.2464,-0.22313,-0.17135,-0.20275,-0.1574,-0.17076,-0.13579,0.13004,-0.18312,-0.18829,-0.27659,-0.14415,-0.15906,-0.16057,-0.15559,-0.19955,-0.23632,-0.27409,-0.27409,-0.25822,-0.25822,-0.24137,-0.18915,-0.25521,-0.20991,-0.23531,nan,-0.2248,-0.23904,-0.22795
1,9172122.777,390813.1553,-0.29874,-0.31637,-0.22008,-0.2917,-0.30168,-0.28791,-0.27072,-0.31802,-0.34263,-0.31146,-0.28,-0.28916,-0.23201,nan,nan,-0.26689,-0.335,-0.31202,nan,-0.28021,-0.29368,-0.32082,nan,-0.10266,-0.27853,-0.32176,-0.31337,-0.32677,-0.32677,nan,-0.16154,-0.2804,-0.30673,-0.2644,-0.16165,-0.24213,-0.05004,-0.2183
1,9184125.933,388819.6491,-0.26317,-0.21791,-0.25189,-0.19154,-0.26529,-0.25842,-0.24685,-0.27117,-0.22422,-0.2617,-0.26904,-0.26892,nan,-0.19594,-0.18337,0.08029,-0.20126,-0.24713,-0.31714,-0.11855,-0.2631,-0.20615,nan,-0.21772,-0.30322,-0.26739,-0.26497,-0.27352,-0.27352,nan,-0.24513,-0.22169,-0.25197,-0.27343,-0.20617,-0.21615,nan,-0.25029
1,9194500.964,379077.4581,-0.31746,-0.24797,-0.27496,-0.23308,-0.1506,-0.2834,-0.2385,-0.20637,-0.2688,-0.27401,-0.21303,-0.25016,-0.26552,-0.18311,-0.19191,0.10965,-0.29,-0.27958,nan,-0.27615,-0.28226,-0.25009,nan,-0.28344,-0.27189,-0.27086,-0.25885,-0.27207,-0.27207,-0.18147,-0.24945,nan,-0.21994,-0.2992,nan,-0.27294,-0.28529,-0.29256
1,9165884.482,387643.071,-0.23486,-0.22252,-0.27489,-0.36256,-3.67083,-0.21007,-0.23836,-0.31689,-0.27553,-0.2052,-0.18765,-0.22462,-0.11641,-0.21008,nan,-0.07723,-0.29484,-0.24019,-0.26361,-0.26791,-0.29372,-0.28564,nan,-0.23141,-0.27606,-0.26343,-0.24269,-0.33496,-0.33496,-0.03851,-0.25866,-1.45035,-0.33499,-0.28506,-0.21836,-0.18881,nan,-0.27169
1,9179648.44,390299.2289,-0.42697,-0.3475,-0.36993,-0.39087,-0.38597,-0.38517,-0.351,-0.30616,-0.39442,-0.37604,-0.35596,-0.36953,-0.29233,-0.37668,-0.32627,-0.35585,-0.43311,-0.38733,-0.38944,nan,-0.34595,-0.37103,nan,-0.43444,-0.40797,-0.36375,-0.34609,-0.32358,-0.32358,-0.36107,-0.35767,-0.35632,-0.38468,-0.40562,-0.30454,-0.33966,-0.35098,-0.37369
1,9173169.187,383393.0484,-0.33616,-0.31728,-0.29608,-0.27054,-0.28836,-0.29525,-0.29929,-0.30736,-0.31389,-0.34575,-0.32285,-0.30285,-0.32189,-0.37235,-0.28598,-0.18289,-0.38066,-0.34583,-0.31907,-0.32865,-0.37572,-0.36282,-0.41517,-0.32096,-0.38229,-0.37714,-0.37249,-0.37908,-0.37908,-0.36969,-0.25624,-0.38732,-0.3672,-0.41619,-0.34691,-0.34943,-0.41882,-0.39
1,9174364.118,388845.0874,-0.10514,-0.13508,-0.20693,-0.2231,-0.12496,-0.19753,-0.15482,-0.21269,-0.20107,-0.2089,-0.19826,-0.13137,-0.16345,nan,nan,-0.28658,-0.21266,-0.17577,-0.24421,-0.1519,-0.18116,-0.15955,nan,-0.19904,-0.22242,-0.20385,-0.18471,-0.17528,-0.17528,-0.139,-0.17231,nan,-0.35233,-0.24035,-0.18481,-0.17765,-0.21649,-0.18571
1,9199993.104,383804.4533,-0.2414,-0.33687,-0.3317,nan,nan,-0.34874,-0.34944,-0.30981,-0.29162,-0.36375,-0.36321,-0.30682,nan,nan,nan,0.19086,-0.35042,-0.31381,-0.34527,nan,-0.32522,-0.36338,nan,nan,-0.27558,-0.34097,-0.35972,-0.26786,-0.26786,-0.33426,-0.30039,nan,nan,-0.2884,nan,-0.23252,nan,-0.26859
1,9183366.044,377013.5152,-0.34766,-0.33478,-0.32496,-0.18597,-0.33816,-0.28776,-0.31916,-0.34189,-0.33461,-0.32718,-0.28466,-0.30866,-0.17191,-0.23292,-0.21942,0.07374,-0.34559,-0.3273,-0.35453,-0.29353,-0.34135,-0.34861,nan,-0.32001,-0.3025,-0.32586,-0.32589,-0.32655,-0.32655,-0.31361,-0.3192,-0.0687,-0.2815,-0.3122,nan,-0.21768,-0.31236,-0.33585
1,9165331.995,370695.3021,-0.41569,-0.41092,-0.437,-0.29031,-0.29066,-0.39928,-0.3498,-0.35631,-0.28823,-0.35814,-0.34516,-0.34049,-0.33253,-0.3544,nan,-0.09392,-0.38714,-0.38573,-0.33661,-0.38556,-0.35835,-0.36162,-0.39132,-0.39997,-0.37289,-0.39299,-0.39676,-0.36396,-0.36396,-0.40508,-0.19641,-0.34901,-0.36836,-0.39734,-0.35278,-0.39573,-0.35069,-0.40229
1,9195802.827,381648.2213,-0.31974,-0.29822,-0.31313,-0.31901,-0.18746,-0.27881,-0.24942,-0.26367,-0.30244,-0.25969,-0.25775,-0.23811,nan,nan,-0.3287,0.06307,-0.31342,-0.23924,nan,-0.23608,-0.25359,-0.27236,nan,-0.13644,-0.34141,-0.29694,-0.24799,-0.29277,-0.29277,-0.23814,-0.21641,nan,-0.2522,-0.22401,nan,-0.23755,nan,-0.25942
1,9186411.481,370995.6468,-0.42651,-0.40591,-0.39657,-0.34589,-0.44058,-0.44966,-0.42342,-0.44006,-0.08605,-0.44206,-0.33054,-0.36219,-0.38883,-0.36064,-0.35046,-0.38651,-0.38785,-0.41984,nan,-0.36272,-0.41257,-0.36071,nan,-0.34504,-0.37223,-0.39375,-0.38486,-0.37387,-0.37387,-0.39096,-0.4211,-0.3063,-0.32823,-0.34417,nan,-0.31613,-0.33499,-0.33911
1,9186233.451,385395.8379,-0.28126,-0.27943,-0.28943,-0.2039,-0.3263,-0.29561,-0.27178,-0.35473,-0.3345,-0.29323,-0.28753,-0.28983,nan,-0.35014,-0.21998,0.07242,-0.24261,-0.24694,nan,-0.27335,-0.22411,-0.27449,nan,-0.28202,-0.27153,-0.28235,-0.2741,-0.27332,-0.27332,nan,-0.2584,-0.15742,nan,-0.25678,nan,-0.20346,-0.09153,-0.27539
1,9187386.843,383218.8292,-0.28013,-0.21771,-0.25477,-0.22906,-0.32321,-0.29921,-0.242,-0.34764,-0.33351,-0.33534,-0.26423,-0.298,-0.30796,-0.35471,-0.2818,0.09481,-0.35077,-0.32623,-0.31373,-0.31873,-0.29516,-0.30289,nan,-0.04357,-0.29593,-0.31697,-0.26584,-0.30322,-0.30322,-0.27861,-0.29916,-0.24076,-0.21322,-0.28402,nan,-0.27093,-0.30488,-0.23782
1,9187570.949,384170.6468,-0.37768,-0.32137,-0.3433,-0.27095,-0.30004,-0.32934,-0.26553,-0.28459,-0.33606,-0.30434,-0.30336,-0.32107,-0.29393,-0.32829,-0.26434,0.08432,-0.33443,-0.32359,nan,nan,-0.31711,-0.30301,-0.27465,-0.28666,-0.32873,-0.31861,-0.32019,-0.32744,-0.32744,-0.28823,-0.24798,nan,nan,-0.28952,nan,-0.28345,nan,-0.28375
1,9187626.619,386917.4956,-0.20613,-0.26947,-0.21526,-0.15984,-0.24441,-0.28029,-0.2201,-0.19898,-0.18677,-0.20656,-0.25437,-0.22459,-0.18075,-0.19416,-0.19623,-0.15853,-0.21578,-0.21511,-0.28939,-0.20582,-0.17597,-0.2469,nan,-0.18584,-0.24142,-0.22094,-0.22094,-0.26186,-0.26186,-0.23318,-0.22222,-0.24301,-0.19804,-0.27638,nan,-0.23154,-0.20648,-0.23841
1,9172740.136,371742.4627,-0.54826,-0.49662,-0.49558,-0.44905,-0.47595,-0.52816,-0.43298,-0.51679,-0.51878,-0.47155,-0.4863,-0.41441,-0.45487,-0.46867,nan,0.17971,-0.53824,-0.48871,-0.30775,-0.44432,-0.47181,-0.4608,nan,-0.48982,-0.51548,-0.49443,-0.48832,-0.4972,-0.4972,nan,-0.40314,-0.46616,-0.37729,-0.48842,-0.36987,-0.44888,nan,-0.47682
1,9172966.789,372094.6255,-0.37354,-0.32316,-0.3446,-0.28306,-0.26757,-0.30252,-0.33322,-0.28891,-0.27907,-0.31745,-0.30808,-0.32056,-0.32386,-0.37943,-0.35431,-0.35191,-0.34915,-0.33987,-0.41495,-0.393,-0.37711,-0.37475,-0.28195,-0.40642,-0.35778,-0.37102,-0.36013,-0.36845,-0.36845,-0.39309,-0.38016,-0.12951,-0.37368,-0.38011,-0.26644,-0.36428,-0.35934,-0.34551
1,9168194.936,367596.1049,-0.40201,-0.41564,-0.35741,-0.34541,-0.36538,-0.3797,-0.36926,-0.39305,-0.39182,-0.38321,-0.37231,-0.35277,-0.23877,-0.36295,nan,0.13004,-0.38869,-0.36332,-0.28092,-0.37459,-0.35841,-0.33783,nan,-0.3388,-0.34436,-0.36239,-0.36239,-0.38738,-0.38738,-0.39162,-0.28416,-0.36214,-0.36995,-0.40159,-0.31508,-0.36441,0.00989,-0.33831
1,9184219.842,381519.4549,-0.22848,-0.26161,-0.22486,-0.17575,-0.26405,-0.26852,-0.22036,-0.3236,-0.08096,-0.25032,-0.23259,-0.22582,-0.2705,-0.22319,-0.24127,-0.18216,-0.28718,-0.24304,-0.27039,-0.24225,-0.20166,-0.26427,-0.20704,-0.23264,-0.28517,-0.28411,-0.28954,-0.27762,-0.27762,-0.27545,-0.23309,-0.23452,-0.26506,-0.2608,-0.13491,-0.25055,-0.19235,-0.23376
1,9182740.291,381613.7916,-0.28489,-0.29378,-0.24844,-0.18074,-0.3229,-0.34313,-0.33556,-0.37374,-0.39948,-0.32176,-0.33461,-0.3777,-0.08502,-0.2589,-0.32015,nan,-0.37599,-0.33426,-0.37293,-0.32117,-0.34914,-0.33954,nan,-0.344,-0.2939,-0.37433,-0.36834,-0.36923,-0.36923,-0.28107,-0.39104,-0.25387,-0.26387,-0.31952,-0.20742,-0.29445,-0.29496,-0.26235
1,9183343.031,381210.4579,-0.51838,-0.41995,-0.43226,-0.18244,-0.51,-0.50263,-0.42491,-0.50062,-0.44013,-0.29985,-0.34577,-0.33505,-0.43999,-0.35487,nan,0.01619,-0.41077,-0.45689,-0.4239,-0.4478,-0.39214,-0.44794,nan,-0.44118,-0.52617,-0.41765,-0.42449,-0.49029,-0.49029,nan,-0.28875,-0.43701,nan,-0.45635,nan,-0.35407,-0.44849,-0.45231
1,9165190.114,368829.3519,-0.36539,-0.40926,-0.41094,-0.25076,-0.30623,-0.38102,-0.38275,-0.37441,-0.2818,-0.39365,-0.34107,-0.35505,-0.32279,-0.38143,nan,-0.13492,-0.34651,-0.3884,-0.41498,-0.36869,-0.37211,-0.41319,-0.40125,-0.40785,-0.39453,-0.43104,-0.41024,-0.38403,-0.38403,-0.40936,-0.133,-0.37489,-0.35324,-0.43209,-0.28364,-0.35893,-0.32457,-0.37942
1,9165168.833,368630.7302,-0.44165,-0.45419,-0.4252,-0.33432,-0.37368,-0.35473,-0.3751,-0.42369,-0.35247,-0.37521,-0.30976,-0.38092,-0.34137,-0.31509,nan,-0.0593,-0.38301,-0.39572,-0.38866,-0.45273,-0.37418,-0.38993,-0.35548,-0.32785,-0.37869,-0.36691,-0.36255,-0.3933,-0.3933,-0.34835,-0.26586,-0.26752,-0.36313,-0.35887,-0.30375,-0.34563,-0.40217,-0.32791
1,9174720.599,392412.9418,-0.3963,-0.38713,-0.34113,-0.42981,-0.40916,-0.45491,-0.37927,-0.44092,-0.46502,-0.40199,-0.38164,-0.34079,nan,-0.45192,nan,0.04732,-0.45292,-0.41196,nan,-0.45411,-0.42238,-0.45357,-0.34921,-0.38781,-0.38364,-0.39594,-0.36283,-0.43744,-0.43744,-0.34502,-0.38724,nan,-0.39969,-0.40497,-0.32861,-0.37145,-0.39371,-0.3907
1,9191034.244,369240.1528,-0.3372,-0.30949,-0.22266,-0.21467,-0.23672,-0.30167,-0.25585,-0.33259,-0.33388,-0.28967,-0.30015,-0.29637,-0.162,-0.21769,nan,0.06519,-0.31341,-0.29814,nan,nan,-0.29113,-0.32608,nan,-0.33024,-0.22347,-0.27108,-0.28063,-0.3303,-0.3303,-0.31104,-0.31863,nan,nan,-0.28447,nan,-0.22593,-0.31347,-0.26938
1,9181670.578,378474.7034,-0.34414,-0.32365,-0.30292,-0.2136,-0.39036,-0.363,-0.34849,-0.36813,-0.42076,-0.35121,-0.28273,-0.35951,-0.25827,-0.11528,-0.30432,-0.31597,-0.4085,-0.33559,-0.37361,-0.36579,-0.34556,-0.36421,nan,-0.33762,-0.35045,-0.35794,-0.34571,-0.34887,-0.34887,-0.33298,-0.33466,-0.30136,-0.34218,-0.34751,-0.22465,-0.36578,-0.31569,-0.3415
1,9174092.049,378408.1338,-0.34741,-0.37437,-0.33647,-0.31288,-0.37807,-0.33784,-0.32311,-0.35734,-0.33274,-0.34454,-0.32095,-0.24114,-0.29155,-0.33429,nan,0.19943,-0.3309,-0.34653,-0.33112,-0.34348,-0.33718,-0.33136,nan,-0.22298,-0.33093,-0.34029,-0.3315,-0.3629,-0.3629,-0.35669,-0.34577,-0.28964,nan,-0.30984,-0.27935,-0.32954,-0.30743,-0.29812
1,9193294.661,374613.4044,-0.30678,-0.28468,-0.34886,-0.27236,-0.30345,-0.30358,-0.30305,-0.30823,-0.27862,-0.28277,-0.27798,-0.26651,-0.33511,nan,-0.23453,0.10875,-0.26544,-0.3025,-0.20507,-0.21073,-0.19754,-0.18609,-0.27125,-0.15702,-0.10396,-0.3407,-0.33892,-0.25406,-0.25406,-0.17786,-0.29857,-0.17912,-0.14081,-0.26396,nan,-0.27274,-0.30516,-0.22621
1,9179833.1,370680.0502,-0.29284,-0.34151,-0.30904,-0.32081,-0.36432,-0.35779,-0.31612,-0.32256,-0.34811,-0.33268,-0.30685,-0.34271,-0.27191,-0.29978,-0.22617,0.01066,-0.34708,-0.34378,-0.35159,-0.34895,-0.3077,-0.33648,-0.16997,-0.32054,-0.33922,-0.32747,-0.32093,-0.34238,-0.34238,-0.32673,-0.29707,-0.28025,-0.1264,-0.29513,-0.15746,-0.29917,-0.3017,-0.30473
1,9179902.548,371256.6731,-0.14334,-0.18311,-0.17147,-0.13449,-0.14701,-0.19185,-0.16288,-0.20525,-0.32405,-0.19667,-0.17723,-0.23209,-0.10395,nan,nan,0.11277,-0.26637,-0.19145,-0.17871,-0.25985,-0.26549,-0.28625,nan,-0.15129,-0.16564,-0.22242,-0.18622,-0.25131,-0.25131,-0.27681,-0.2507,-0.21169,-0.25205,-0.31159,nan,-0.29984,-0.28957,-0.23317
1,9191684.126,378187.8195,-0.36573,-0.32431,-0.35618,-0.23161,-0.2304,-0.35649,-0.33105,-0.36566,-0.36148,-0.33462,-0.33044,-0.34005,-0.23842,-0.33587,-0.32587,-0.1916,-0.31237,-0.28546,-0.34383,-0.29069,-0.33107,-0.31868,-0.31966,-0.34714,-0.2974,-0.31747,-0.30639,-0.31364,-0.31364,-0.3558,-0.33727,nan,nan,-0.29905,-0.20579,-0.25202,-0.30602,-0.28887
1,9183367.899,379921.269,-0.38048,-0.36754,-0.36823,-0.23883,-0.39789,-0.40108,-0.34768,-0.37373,-0.39626,-0.35894,-0.36177,-0.33645,-0.31564,-0.36954,-0.16815,-0.34511,-0.38729,-0.32838,-0.35824,-0.36082,-0.34927,-0.37464,-0.34202,-0.34021,-0.36029,-0.36442,-0.36297,-0.39561,-0.39561,-0.36201,-0.33607,-0.34433,-0.35965,-0.3452,-0.14788,-0.357,-0.35162,-0.35392
1,9184227.794,379939.9321,-0.36842,-0.35765,-0.34538,-0.20973,-0.26709,-0.36203,-0.28341,-0.30185,-0.32046,-0.30158,-0.30345,-0.31861,-0.27386,-0.25393,nan,-0.3103,-0.30516,-0.30927,-0.33373,-0.30994,-0.26698,-0.27891,-0.29495,-0.29207,-0.12988,-0.33114,-0.33114,-0.34457,-0.34457,-0.30744,-0.33074,-0.30146,-0.06316,-0.3318,nan,-0.3257,-0.31023,-0.31783
1,9182512.611,377853.4855,-0.09995,-0.19485,-0.17785,-0.05952,-0.13461,-0.19621,-0.26597,-0.28904,-0.27006,-0.27871,-0.24405,-0.32069,-0.04053,nan,-0.17377,-0.22222,-0.28441,-0.29096,-0.41993,-0.31076,-0.2967,-0.33637,-0.27828,-0.26837,-0.20689,-0.20933,-0.22304,-0.26485,-0.26485,-0.33119,-0.30114,-0.251,-0.28333,-0.28672,nan,-0.23443,-0.24979,-0.27935
1,9181846.931,377640.3664,-0.29922,-0.33875,-0.34625,-0.28046,-0.29127,-0.36085,-0.33295,-0.31092,-0.3499,-0.34236,-0.33231,-0.33443,-0.21334,-0.1862,-0.28049,-0.32261,-0.33945,-0.32144,-0.33539,-0.15823,-0.328,-0.3615,-0.3233,-0.29885,-0.34924,-0.35623,-0.28342,-0.35029,-0.35029,-0.29924,-0.33798,-0.27921,-0.3079,-0.32346,-0.27039,-0.32013,-0.34867,-0.30693
1,9190086.908,373786.8638,-0.26429,-0.2747,-0.25917,-0.19265,-0.27313,-0.28525,-0.28127,-0.31702,-0.29145,-0.31635,-0.27705,-0.23424,-0.09294,-0.18172,-0.20786,-0.28475,-0.28476,-0.29802,-0.32858,-0.27831,-0.2926,-0.31613,nan,-0.23419,-0.26458,-0.29863,-0.29903,-0.27379,-0.27379,-0.27636,-0.30306,-0.24044,-0.26077,-0.28431,nan,-0.25716,-0.24685,-0.27189
1,9182074.698,390277.8083,-0.2914,-0.23692,-0.2741,-0.25528,-0.29628,-0.28885,-0.27111,-0.33098,-0.24365,-0.30788,-0.29102,-0.28038,-0.26542,-0.15248,-0.31616,0.07128,-0.32311,-0.28942,-0.30207,-0.27268,-0.30701,-0.26767,-0.28488,-0.16775,-0.3471,-0.3209,-0.32377,-0.30547,-0.30547,-0.31189,-0.22902,-0.27322,-0.33627,-0.31531,-0.18962,-0.26151,-0.20962,-0.29278
1,9187146.469,380640.1023,-0.21888,-0.23025,-0.2215,-0.16192,-0.20192,-0.23184,-0.24087,-0.24549,-0.2546,-0.21003,-0.16953,-0.23616,-0.22593,-0.23093,-0.15942,0.08371,-0.25713,-0.21083,-0.30154,-0.25813,-0.24287,-0.22778,-0.23247,-0.23708,-0.22819,-0.24742,-0.24742,-0.22228,-0.22228,nan,-0.35432,nan,nan,-0.21681,nan,-0.26065,-0.21115,-0.24848
1,9187537.835,378600.9445,-0.1299,-0.14519,-0.13891,-0.08271,-0.09894,-0.14051,-0.11748,-0.18551,-0.1451,-0.19006,-0.12847,-0.11578,-0.02997,-0.11401,-0.14842,0.15558,-0.15011,-0.13433,-0.13346,-0.16615,-0.11707,-0.17929,nan,-0.1318,-0.11722,-0.14983,-0.14983,-0.12454,-0.12454,-0.13542,-0.16901,-0.11612,nan,-0.13739,nan,-0.10792,-0.13102,-0.11241
1,9186846.167,378443.4119,-0.34442,-0.33658,-0.35722,-0.25066,-0.32315,-0.39173,-0.35327,-0.44235,-0.4126,-0.39818,-0.30699,-0.38312,-0.28135,-0.30835,nan,-0.00575,-0.36636,-0.33622,nan,-0.354,-0.37615,-0.33158,-0.05229,-0.37342,-0.35858,-0.39152,-0.40618,-0.3805,-0.3805,-0.40186,-0.29877,-0.4267,-0.36134,-0.37783,nan,-0.38187,-0.36688,-0.32779
1,9185994.256,378967.4906,-0.35256,-0.3153,-0.33469,-0.22635,-0.30733,-0.23731,-0.30189,-0.32555,-0.30922,-0.31882,-0.32052,-0.33955,-0.3324,-0.29894,nan,0.08941,-0.33782,-0.31398,-0.33777,-0.32828,-0.34351,-0.34166,-0.37116,-0.26737,-0.26264,-0.32686,-0.31569,-0.30184,-0.30184,-0.31443,-0.25478,-0.27707,-0.26783,-0.33528,nan,-0.32476,-0.31392,-0.30567
